6.909780220148958783e-11,5.974521517157709385e-08,5.306958118368920626e-07,1.989250900509306019e-06,5.074401207169941809e-06,1.033558741185571414e-05,1.812452332498132936e-05,2.864983283623470924e-05,4.198996073260288900e-05,5.797521491350887066e-05,7.633151429819204446e-05,9.704796578466732160e-05,1.198356194952607609e-04,1.436024788329465988e-04,1.675955345617938751e-04,1.919575339216070188e-04,2.165855217333596545e-04,2.406318633459660007e-04,2.631831774391897019e-04,2.836250747126808349e-04,3.016183586975693933e-04,3.171280800700636607e-04,3.307984981886986139e-04,3.429869748599199335e-04,3.504937028855831314e-04,3.522089081326477077e-04,3.512977343940833414e-04,3.481575298228734884e-04,3.406314238486275129e-04,3.283217133073194774e-04,3.124080098919170055e-04,2.940550719261581067e-04,2.741036567670686688e-04,2.509009714862715551e-04,2.224081205029773093e-04,1.924014189024423054e-04,1.635777341357453414e-04,1.339796282127199076e-04,1.039415263636838673e-04,7.524452245738669318e-05,4.944385957255615982e-05,2.748165577318780351e-05
5.488633524603682243e-11,4.745731130046121707e-08,4.215466673919677182e-07,1.580118156225244402e-06,4.030740153174065773e-06,8.209848903697857517e-06,1.439682061795148280e-05,2.275737114195207375e-05,3.335381138487036076e-05,4.605135012000833352e-05,6.063227700631413183e-05,7.708793934531733925e-05,9.518881609076119596e-05,1.140675035134054802e-04,1.331258651161420776e-04,1.524772890619764871e-04,1.720399951452970832e-04,1.911406832300157385e-04,2.090538287443988771e-04,2.252914049200663033e-04,2.395839784246754807e-04,2.519037880235542779e-04,2.627625871156724744e-04,2.724442382739016358e-04,2.784070442950820263e-04,2.797694802511727303e-04,2.790457092238917552e-04,2.765513560701696487e-04,2.705731575972988444e-04,2.607952069530547088e-04,2.481545030111722617e-04,2.335762461948269096e-04,2.177282738112560441e-04,1.992977257712974168e-04,1.766650497474752399e-04,1.528298794352239947e-04,1.299344127962444588e-04,1.064238015672253220e-04,8.256368915101240864e-05,5.976884869624753084e-05,3.927465369222380174e-05,2.182945511761663542e-05
4.359776578646950898e-11,3.769668231005603435e-08,3.348464201633655978e-07,1.255132465690184453e-06,3.201730710503033384e-06,6.521314787027394840e-06,1.143580110709953627e-05,1.807682244615209385e-05,2.649387411867071463e-05,3.657988764749603688e-05,4.816192956173914172e-05,6.123312677869833999e-05,7.561116425086859426e-05,9.060703870520913088e-05,1.057456334338479476e-04,1.211170158561437763e-04,1.366562256457377726e-04,1.518284414940914589e-04,1.660573587488905383e-04,1.789553239687095084e-04,1.903083186502927380e-04,2.000942912611094137e-04,2.087197419751772674e-04,2.164101508489098301e-04,2.211465760297173062e-04,2.222287973776437180e-04,2.216538856151989466e-04,2.196725504778239619e-04,2.149238986380371137e-04,2.071569963635735761e-04,1.971161283157458609e-04,1.855362073134609203e-04,1.729477153860599977e-04,1.583078106964785903e-04,1.403300371033893508e-04,1.213970883449062366e-04,1.032105727463769330e-04,8.453543043154128323e-05,6.558266945564795016e-05,4.747608407639298053e-05,3.119696633675160909e-05,1.733975254856934316e-05
3.463093633508900334e-11,2.994353911430887164e-08,2.659779658321112243e-07,9.969871558168188972e-07,2.543225103336393379e-06,5.180064462860820748e-06,9.083779706060359603e-06,1.435893046307625746e-05,2.104483225969103140e-05,2.905643758144807367e-05,3.825638048969143810e-05,4.863920150077159370e-05,6.006008262484014738e-05,7.197172910830341487e-05,8.399674233530935244e-05,9.620666540008350964e-05,1.085498984812619319e-04,1.206016179129404799e-04,1.319040486379829263e-04,1.421492665825769197e-04,1.511672708068330514e-04,1.589405451558432579e-04,1.657919841952500768e-04,1.719006931002299912e-04,1.756629693530044811e-04,1.765226083258837272e-04,1.760659396804988204e-04,1.744921092384304714e-04,1.707201210052124607e-04,1.645506512322617899e-04,1.565749062407312839e-04,1.473766480327397537e-04,1.373772534622064872e-04,1.257483638135994887e-04,1.114681106511282042e-04,9.642913488567703085e-05,8.198307205451159938e-05,6.714887922634350651e-05,5.209416605721089603e-05,3.771159405602278301e-05,2.478063119902473903e-05,1.377345503246095519e-05
2.750833052590023310e-11,2.378499856606644114e-08,2.112738080749762147e-07,7.919350475227559809e-07,2.020155506839676792e-06,4.114671460542221352e-06,7.215502698539179707e-06,1.140570388726407622e-05,1.671650445890898899e-05,2.308034877144793295e-05,3.038812318131704928e-05,3.863549106650652831e-05,4.770741940878376729e-05,5.716917653265287666e-05,6.672098406179660657e-05,7.641967069595792018e-05,8.622424924012073622e-05,9.579727026167835706e-05,1.047751101075948072e-04,1.129131759918896623e-04,1.200764313680791490e-04,1.262509626597559521e-04,1.316932541372489794e-04,1.365455740981862413e-04,1.395340563525975788e-04,1.402168918604249494e-04,1.398541470614825049e-04,1.386040091046789686e-04,1.356078123499861795e-04,1.307072283160534351e-04,1.243718688763199788e-04,1.170654326714279061e-04,1.091226312339046815e-04,9.988547584752324651e-05,8.854226756156152321e-05,7.659638448972946629e-05,6.512146890233380626e-05,5.333825069957542138e-05,4.137986696365792577e-05,2.995538393515929324e-05,1.968395503567477818e-05,1.094064422198897885e-05
2.185064362685039652e-11,1.889309592390312581e-08,1.678207510116725121e-07,6.290563683150408317e-07,1.604666557616497247e-06,3.268399717722883802e-06,5.731477521178917263e-06,9.059872634558347081e-06,1.327839147760576334e-05,1.833337269644496985e-05,2.413814424319959045e-05,3.068926141656388258e-05,3.789535024223014508e-05,4.541109107582296574e-05,5.299836148887381769e-05,6.070230212213117548e-05,6.849035568933161549e-05,7.609447657836382946e-05,8.322582825480799031e-05,8.969012376274982149e-05,9.538009976059767586e-05,1.002847043017651468e-04,1.046076700839371052e-04,1.084620048328257961e-04,1.108358406664772321e-04,1.113782361900168615e-04,1.110900977542174763e-04,1.100970778778279248e-04,1.077171141987861278e-04,1.038244419339943644e-04,9.879208705388707406e-05,9.298837848112955959e-05,8.667918703649625045e-05,7.934185370455798536e-05,7.033162309066017816e-05,6.084267087798915274e-05,5.172782143584299895e-05,4.236807852147492421e-05,3.286919667836802261e-05,2.379440724170319563e-05,1.563552125587968202e-05,8.690462611598915034e-06
1.735658317970545060e-11,1.500731953371048615e-08,1.333047609012049835e-07,4.996772345857538391e-07,1.274631954032601577e-06,2.596182178152158627e-06,4.552674421759949396e-06,7.196512636635561998e-06,1.054740126238453151e-05,1.456271557050947663e-05,1.917360950622080802e-05,2.437734684601118872e-05,3.010134666216904509e-05,3.607131181116202161e-05,4.209809492473649004e-05,4.821755248837245755e-05,5.440382333034493519e-05,6.044399125275996576e-05,6.610862524110785489e-05,7.124339768066741759e-05,7.576310627066139194e-05,7.965897213786765738e-05,8.309282591639386654e-05,8.615443283351503041e-05,8.804003766078463764e-05,8.847087773952015709e-05,8.824200124445541200e-05,8.745321751899681046e-05,8.556274517111564070e-05,8.247068568266342759e-05,7.847334411424166463e-05,7.386329452878901986e-05,6.885172562603586986e-05,6.302347459289378909e-05,5.586639401489763027e-05,4.832905135442357983e-05,4.108886908726602419e-05,3.365416102062292842e-05,2.610893097433329046e-05,1.890056950061275702e-05,1.241973599817688780e-05,6.903079825208738569e-06
1.378682407798058817e-11,1.192073763315547723e-08,1.058877354069965980e-07,3.969077356804125812e-07,1.012476149969877743e-06,2.062220806594244234e-06,3.616317836710970138e-06,5.716393178829709056e-06,8.378098625678562198e-06,1.156757615191460034e-05,1.523013939236907666e-05,1.936361488745360043e-05,2.391034955698438124e-05,2.865246143514945523e-05,3.343970542682117407e-05,3.830056335081428320e-05,4.321449294824458460e-05,4.801236887149471031e-05,5.251194758781826288e-05,5.659064231544451038e-05,6.018077446120260294e-05,6.327537071822314800e-05,6.600297772842115694e-05,6.843489854631767608e-05,6.993268770015031901e-05,7.027491613934082034e-05,7.009311307704612064e-05,6.946655989282333609e-05,6.796490432993583454e-05,6.550879417481108886e-05,6.233359290317665635e-05,5.867170035397267260e-05,5.469086967424966129e-05,5.006132531956389742e-05,4.437625413826479785e-05,3.838913004825841825e-05,3.263804884890512677e-05,2.673245031463812862e-05,2.073906105138027592e-05,1.501325600670532664e-05,9.865346971173461803e-06,5.483311211718855464e-06
1.095126363231653369e-11,9.468978480755697692e-09,8.410961794479143218e-08,3.152750210314338617e-07,8.042383929060100488e-07,1.638080212913690036e-06,2.872543363436557276e-06,4.540692502729727044e-06,6.654960291681182917e-06,9.188452344789022327e-06,1.209772973814526647e-05,1.538106603143183531e-05,1.899266575523990836e-05,2.275945911228781615e-05,2.656210218138683693e-05,3.042321887539782714e-05,3.432649189808401546e-05,3.813758021062543953e-05,4.171172262936568252e-05,4.495154501234026166e-05,4.780328834210719927e-05,5.026141352413068103e-05,5.242802878556285495e-05,5.435977215583182015e-05,5.554950837038487093e-05,5.582135008235949742e-05,5.567693877681949901e-05,5.517924989203493619e-05,5.398644247960259445e-05,5.203548483579399539e-05,4.951333281480232713e-05,4.660458817044311873e-05,4.344250196388246940e-05,3.976512416904717860e-05,3.524931161332397176e-05,3.049356990383398136e-05,2.592532372699566994e-05,2.123434006828107116e-05,1.647362175478200120e-05,1.192545314126995507e-05,7.836323644554750304e-06,4.355548915248500557e-06
8.698897909058222265e-12,7.521476961260886780e-09,6.681064434541992423e-08,2.504318509085595550e-07,6.388292629345239134e-07,1.301173363860506668e-06,2.281742299047511690e-06,3.606800260119083536e-06,5.286222860651301224e-06,7.298647130884451008e-06,9.609568307072380435e-06,1.221761502892486301e-05,1.508641066206802862e-05,1.807848097994305380e-05,2.109902773630700429e-05,2.416602174392519476e-05,2.726650171368243954e-05,3.029375676536180434e-05,3.313279900349292627e-05,3.570628139778133113e-05,3.797150164280185515e-05,3.992405987936986048e-05,4.164506355530994594e-05,4.317950185655603526e-05,4.412454292364952595e-05,4.434047447084675259e-05,4.422576449344293385e-05,4.383043616015010988e-05,4.288295555386668505e-05,4.133325481263838192e-05,3.932983825009778866e-05,3.701934025148022214e-05,3.450760589697691864e-05,3.158656088479109837e-05,2.799952346905774697e-05,2.422190355215393499e-05,2.059321663072000258e-05,1.686703586197278092e-05,1.308546288799150295e-05,9.472724141992101067e-06,6.224613127307325105e-06,3.459735481104601741e-06
